author,author-pid,paper,conference,year,title,Faculty,Position,Gender,Management,Area
Wee Keong Ng,n/WeeKeongNg,conf/bigdataservice/RaoN16,BigDataService,2016,A User-Centric Approach to Pricing Information.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/bigdataservice/SidorovN16,BigDataService,2016,A Confidentiality-Preserving Search Technique for Encrypted Relational Cloud Databases.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dasc/RaoN16,DASC/PiCom/DataCom/CyberSciTech,2016,Information Pricing: A Utility Based Pricing Mechanism.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/icics/HoN16,ICICS,2016,Application of Stylometry to DarkWeb Forum User Identification.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/icics/DoN16,ICICS,2016,Private Boolean Query Processing on Encrypted Data.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/malware/AnhND16,MALWARE,2016,"On periodic behavior of malware: experiments, opportunities and challenges.",Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/paisi/TranNWT16,PAISI,2016,Incremental Privacy-Preserving Association Rule Mining Using Negative Border.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pst/DoN16,PST,2016,Multidimensional range query on outsourced database with strong privacy guarantee.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/services/RaoN16,SERVICES,2016,Information Pricing - A User-Data Centric Method to Price Information.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/vizsec/AnhNUK16,VizSEC,2016,Uncovering periodic network signals of cyber attacks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/kais/NguyenWN15,,2015,A survey on data stream clustering and classification.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/IEEEcloud/LiuNZ15,CLOUD,2015,Encrypted SVM for Outsourced Data Mining.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/aina/LiuNZ15,AINA,2015,Encrypted Gradient Descent Protocol for Outsourced Data Mining.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/aina/LiuNZ15a,AINA,2015,Encrypted Association Rule Mining for Outsourced Data Mining.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/bigdataconf/RaoN15,BigData,2015,How much is your information worth - A method for revenue generation for your information.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/bigdataconf/RaoN15a,BigData,2015,How to make money from your information and keep your privacy.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/bigdataservice/LiuNZ15,BigDataService,2015,Secure Scalar Product for Big-Data in MapReduce.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/issnip/DoN15,ISSNIP,2015,Privacy-preserving approach for sharing and processing intrusion alert data.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/services/SidorovN15,SERVICES,2015,Transparent Data Encryption for Data-in-Use and Data-at-Rest in a Cloud-Based Database-as-a-Service Solution.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/ijon/LiTN14,,2014,A novelty detection machine and its application to bank failure prediction.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/kais/NguyenNW14,,2014,Closed motifs for streaming time series classification.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/IEEEcloud/LiuNZ14,IEEE CLOUD,2014,Encrypted Scalar Product Protocol for Outsourced Data Mining.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/IEEEcloud/SidorovN14,IEEE CLOUD,2014,Model of an Encrypted Cloud Relational Database Supporting Complex Predicates in WHERE Clause.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/cisis/BalachandranKE14,CISIS,2014,Function Level Control Flow Obfuscation for Software Security.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/ic2e/LiuNZGH14,IC2E,2014,Encrypted Set Intersection Protocol for Outsourced Datasets.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/issnip/DoN14,ISSNIP,2014,Secure reachability query on private shared graphs.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/smc/BalachandranEK14,SMC,2014,Obfuscation by code fragmentation to evade reverse engineering.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/ahswn/ZhaN13,,2013,Prolonging Lifespan of Sensor Networks Using Redundant Nodes.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/ijait/LiN13,,2013,Maximum Volume Outlier Detection and its Applications in Credit Risk Analysis.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tkdd/AngGHN13,,2013,Classification in P2P networks with cascade support vector machines.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tlsdkcs/NguyenNW13,,2013,Concurrent Semi-supervised Learning with Active Learning of Data Streams.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/IEEEcloud/SidorovN13,IEEE CLOUD,2013,Complex Queries in a Shared Multi User Relational Cloud Database.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/cgc/DoNM13,CGC,2013,Privacy-Preserving Social Network for an Untrusted Server.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/colcom/LuaN13,CollaborateCom,2013,Autonomic swarms for regenerative and collaborative networking.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/cera/WangN12,,2012,Hybrid solving algorithms for an extended dynamic constraint satisfaction problem based configuration system.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/fusion/WangNC12,FUSION,2012,From data to knowledge to action: A taxi business intelligence system.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Jie Zhang 0002,84/6889-2,conf/ifiptm/ZhangJZN12,IFIPTM,2012,Robustness of Trust Models and Combinations for Handling Unfair Ratings.,Zhang Jie,Associate Professor,M,N,AI/ML
Wee Keong Ng,n/WeeKeongNg,conf/ifiptm/ZhangJZN12,IFIPTM,2012,Robustness of Trust Models and Combinations for Handling Unfair Ratings.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/isi/HungGNZ12,ISI,2012,Cloud-enabled data sharing model.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/kicss/ZhaN12,KICSS,2012,Geographic Routing with Cross Links.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pakdd/NguyenWNW12,PAKDD (2),2012,Heterogeneous Ensemble for Feature Drifts in Data Streams.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/sac/NgWZ12,SAC,2012,Private data deduplication protocols in cloud storage.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Yonggang Wen 0001,33/885,conf/sac/NgWZ12,SAC,2012,Private data deduplication protocols in cloud storage.,Wen Yonggang,Professor,M,N,Multimedia
Wee Keong Ng,n/WeeKeongNg,conf/sensornets/ZhaN12,SENSORNETS,2012,Privacy-preserving In-network Aggregation in Wireless Sensor Network.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/cera/WangNS11,,2011,Extended DCSP Approach on Product Configuration with Cost Estimation.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/is/ZhuNC11,,2011,Structure and attribute index for approximate graph matching in large graphs.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/IEEEicics/TranNZN11,ICICS,2011,Towards security in sharing data on cloud-based social networks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dasfaa/ZhuNH11,DASFAA Workshops,2011,Classifying Graphs Using Theoretical Metrics: A Study of Feasibility.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/TranNLN11,DaWaK,2011,An Efficient Cacheable Secure Scalar Product Protocol for Privacy-Preserving Data Mining.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/NguyenNWT11,DaWaK,2011,Concurrent Semi-supervised Learning of Data Streams.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/icdcsw/ZhaN11,ICDCS Workshops,2011,Predict Energy Consumption of Trigger-Driven Sensor Network by Markov Chains.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/trustcom/ZhangFNZ11,TrustCom,2011,IntRank: Interaction Ranking-Based Trustworthy Friend Recommendation.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Jie Zhang 0002,84/6889-2,conf/trustcom/ZhangFNZ11,TrustCom,2011,IntRank: Interaction Ranking-Based Trustworthy Friend Recommendation.,Zhang Jie,Associate Professor,M,N,AI/ML
Wee Keong Ng,n/WeeKeongNg,conf/um/ZhangTLFRCLNZ11,UMAP Workshops,2011,The Influence of Interaction Attributes on Trust in Virtual Communities.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Jie Zhang 0002,84/6889-2,conf/um/ZhangTLFRCLNZ11,UMAP Workshops,2011,The Influence of Interaction Attributes on Trust in Virtual Communities.,Zhang Jie,Associate Professor,M,N,AI/ML
Wee Keong Ng,n/WeeKeongNg,journals/pvldb/AngGNH10,,2010,P2PDocTagger: Content management through automated P2P collaborative tagging.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tkde/BramandiaCN10,,2010,Incremental Maintenance of 2-Hop Labeling of Large Graphs.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tkde/HanNWL10,,2010,Privacy-Preserving Gradient-Descent Methods.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dasfaa/AngGHN10,DASFAA (1),2010,Adaptive Ensemble Classification in P2P Networks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pkdd/AngGNH10,ECML/PKDD (1),2010,On Classifying Drifting Concepts in P2P Networks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/sac/AyyappanWN10,SAC,2010,MICHO: a scalable constraint-based algorithm for learning Bayesian networks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/jim/LiuGKN09,,2009,Regression models for estimating product life cycle cost.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tkdd/WanNDYZ09,,2009,Density-based clustering of data streams at multiple resolutions.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dasfaa/ZhuCHYN09,DASFAA,2009,A Uniform Framework for Ad-Hoc Indexes to Answer Reachability Queries on Large Graphs.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dasfaa/DangLNCO09,DASFAA,2009,An EM-Based Algorithm for Clustering Data Streams in Sliding Windows.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dexa/DangLNO09,DEXA,2009,Incremental and Adaptive Clustering Stream Data over Sliding Window.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/edoc/GohBNCL09,EDOCW,2009,Editorial to the Proceedings of mobile technologies in enterprise computing systems workshop (MTECS 2009).,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/icde/HanNY09,ICDE,2009,Privacy-Preserving Singular Value Decomposition.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/ieaaie/WangNS09,IEA/AIE,2009,Constraint Satisfaction Approach on Product Configuration with Cost Estimation.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pkdd/AngGNH09,ECML/PKDD (1),2009,Communication-Efficient Classification in P2P Networks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,reference/dataware/DangNOL09,Encyclopedia of Data Warehousing and Mining,2009,Frequent Sets Mining in Data Stream Environments.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/kais/NgKL08,,2008,Editorial.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/kais/DangNO08,,2008,Online mining of frequent sets in data streams with error guarantee.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pakdd/HanN08,PAKDD,2008,Privacy-Preserving Linear Fisher Discriminant Analysis.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pkdd/AngGHN08,ECML/PKDD (1),2008,Cascade RSVM in Peer-to-Peer Networks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/sdm/HanN08,SDM,2008,Preemptive Measures against Malicious Party in Privacy-Preserving Data Mining.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/smc/SekhonGN08,SMC,2008,Proportionate feature selection - A pre-processing step for clustering.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/www/BramandiaCN08,WWW,2008,On incremental maintenance of 2-hop labeling of graphs.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tcbb/LiLHPLNO07,,2007,Dynamical Systems for Discovering Protein Complexes and Functional Modules from Biological Networks.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tkde/LiNLO07,,2007,Enhancing the Effectiveness of Clustering with Spectra Analysis.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/apscc/LiuNSLL07,APSCC,2007,Enabling Mass Customization through Semantic Web Services.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/ausdm/DangNOL07,AusDM,2007,Discovering Frequent Sets from Data Streams with CPU Constraint.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/HanN07,DaWaK,2007,Privacy-Preserving Genetic Algorithms for Rule Discovery.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/HanN07a,DaWaK,2007,Privacy-Preserving Self-Organizing Map.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/icdim/LiuGNSL07,ICDIM,2007,Estimating product lifecycle cost using a hybrid approach.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/iceis/LiuNSLL07,ICEIS (2),2007,An Intelligent Information System for Enabling Product Mass Customization.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/kdd/WanNHL07,KDD,2007,Privacy-preservation for gradient descent methods.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/DangNO06,DaWaK,2006,EStream: Online Mining of Frequent Sets with Precise Error Guarantee.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/DangNO06a,DaWaK,2006,Adaptive Load Shedding for Mining Frequent Patterns from Data Streams.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pakdd/2006,PAKDD,2006,"Advances in Knowledge Discovery and Data Mining, 10th Pacific-Asia Conference, PAKDD 2006, Singapore, April 9-12, 2006, Proceedings",Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/expert/OngZNL05,,2005,Agents and Stream Data Mining: A New Perspective.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/ipm/LimLYGTN05,,2005,On organizing and accessing geospatial and georeferenced Web resources using the G-Portal system.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/kais/LiNS05,,2005,Web data extraction based on structural similarity.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Aixin Sun,78/5155,journals/kais/LiNS05,,2005,Web data extraction based on structural similarity.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Wee Keong Ng,n/WeeKeongNg,journals/www/LiuNL05,,2005,Scheduling Queries to Improve the Freshness of a Website.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dasfaa/LiN05,DASFAA,2005,WDEE: Web Data Extraction by Example.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/LiONS05,DaWaK,2005,Spectral Kernels for Classification.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Aixin Sun,78/5155,conf/dawak/LiONS05,DaWaK,2005,Spectral Kernels for Classification.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Wee Keong Ng,n/WeeKeongNg,conf/pkdd/LiON05,PKDD,2005,Visual Terrain Analysis of High-Dimensional Datasets.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,books/sp/BNM04,,2004,Web Data Management: A Warehouse Approach,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,books/sp/BNM04,,2004,Web Data Management: A Warehouse Approach,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/dke/LiuNLL04,,2004,Towards building logical views of websites.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/internet/LiuNL04,,2004,Personalized Web Views for Multilingual Web Sources.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/jss/PriyadarshiniQLN04,,2004,Parameter driven synthetic web database generation.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/scp/LiuYLYGTN04,,2004,A Java-based digital library portal for geography education.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tkde/WoonNL04,,2004,A Support-Ordered Trie for Fast Frequent Itemset Discovery.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Aixin Sun,78/5155,journals/tkde/SunLNS04,,2004,Blocking Reduction Strategies in Hierarchical Text Classification.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Wee Keong Ng,n/WeeKeongNg,journals/tkde/SunLNS04,,2004,Blocking Reduction Strategies in Hierarchical Text Classification.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/apweb/LiuNL04,APWeb,2004,Unloading Unwanted Information: From Physical Websites to Personalized Web Views.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dasfaa/LiuNL04,DASFAA,2004,An Automated Algorithm for Extracting Website Skeleton.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/OngLNL04,DaWaK,2004,SCLOPE: An Algorithm for Clustering Data Streams of Categorical Attributes.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/LiNO04,DaWaK,2004,OWDEAH: Online Web Data Extraction Based on Access History.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/ecbs/LiN04,ECBS,2004,WICCAP: From Semi-structured Data to Structured Data.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/icde/LiNL04,ICDE,2004,Spectral Analysis of Text Collection for Similarity-based Clustering.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pakdd/LiNL04,PAKDD,2004,Spectral Analysis of Text Collection for Similarity-Based Clustering.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/pkdd/LiNOL04,PKDD,2004,A Spectroscopy of Texts for Effective Clustering.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,journals/cj/BhowmickMN03,,2003,Representation of Web Data in A Web Warehouse.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,journals/cj/BhowmickMN03,,2003,Representation of Web Data in A Web Warehouse.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/BhowmickNM03,,2003,Constraint-driven join processing in a Web Warehouse.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,journals/dke/BhowmickNM03,,2003,Constraint-driven join processing in a Web Warehouse.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/DhyaniBN03,,2003,Deriving and verifying statistical distribution of a hyperlink-based Web page quality metric.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,journals/dke/DhyaniBN03,,2003,Deriving and verifying statistical distribution of a hyperlink-based Web page quality metric.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/infsof/CaoLN03,,2003,Data model for warehousing historical Web information.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Aixin Sun,78/5155,journals/jasis/SunLN03,,2003,Performance measurement framework for hierarchical text classification.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Wee Keong Ng,n/WeeKeongNg,journals/jasis/SunLN03,,2003,Performance measurement framework for hierarchical text classification.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,journals/tkde/BhowmickMN03,,2003,Detecting and Representing Relevant Web Deltas in WHOWEDA.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,journals/tkde/BhowmickMN03,,2003,Detecting and Representing Relevant Web Deltas in WHOWEDA.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/adc/OngNL03,ADC,2003,CrystalBall : A Framework for Mining Variants of Association Rules.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/apweb/WinNL03,APWeb,2003,ENAXS: Efficient Native XML Storage System.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/cw/WoonNLL03,CW,2003,Efficient Web Log Mining for Product Development.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/cw/WinNL03,CW,2003,An Architectural Framework for Native XML Data Management.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/OngNL03,DaWaK,2003,FSSM: Fast Construction of the Optimized Segment Support Map.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dawak/WoonLNL03,DaWaK,2003,Parameterless Data Compression and Noise Filtering Using Association Rule Mining.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,conf/dexaw/DhyaniBN03,DEXA Workshops,2003,Modelling and Predicting Web Page Accesses Using Markov Processes.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,conf/dexaw/DhyaniBN03,DEXA Workshops,2003,Modelling and Predicting Web Page Accesses Using Markov Processes.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/dexaw/WinRNL03,DEXA Workshops,2003,A Visual Interface for Native XML Database.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,conf/jcdl/LiuLNG03,JCDL,2003,On Querying Geospatial and Georeferenced Metadata Resources in G-Portal.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/csur/DhyaniNB02,,2002,A survey of Web metrics.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,journals/csur/DhyaniNB02,,2002,A survey of Web metrics.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/BhowmickMN02,,2002,What can a web bag discover for you?,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,journals/dke/BhowmickMN02,,2002,What can a web bag discover for you?,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,journals/infsof/BhowmickNML02,,2002,Anatomy of the coupling query in a web warehouse.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,journals/infsof/BhowmickNML02,,2002,Anatomy of the coupling query in a web warehouse.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/tkde/YanNL02,,2002,Product Schema Integration for Electronic Commerce - A Synonym Comparison Approach.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Sourav S. Bhowmick,b/SSBhowmick,conf/dawak/BhowmickNMM02,DaWaK,2002,Constraint-Free Join Processing on Hyperlinked Web Data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Wee Keong Ng,n/WeeKeongNg,conf/dawak/BhowmickNMM02,DaWaK,2002,Constraint-Free Join Processing on Hyperlinked Web Data.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
